Simulation Run Number	T-R Separation Distance (m)	Time Delay (ns)	Received Power (dBm)	 Phase (rad)	Azimuth AoD (degree)	Elevation AoD (degree)	Azimuth AoA (degree)	Elevation AoA (degree)	Path Loss (dB)	RMS Delay Spread (ns)	
           11.0	          194.9	                 843	           -180.0	          4.7	            182	              1.0	            105.0	               13	            167.9	            175.4
           11.0	          194.9	                 849	           -176.9	          4.9	            163	              9.1	            114.8	               12	            180.3	            199.1
           11.0	          194.9	                 855	           -167.0	          2.4	            190	             -2.7	            104.8	                8	            174.9	            162.9
           11.0	          194.9	                 860	           -180.0	          4.6	            186	              2.7	            108.7	               12	            170.1	            198.5
           11.0	          194.9	                 866	           -180.0	          1.4	            168	             -2.6	            110.8	               15	            176.6	            242.0
           11.0	          194.9	                 872	           -180.0	          6.1	            185	              1.4	            120.5	               14	            175.4	            206.9
           11.0	          194.9	                 877	           -180.0	          5.3	            188	              2.2	             94.6	               25	            173.0	            121.4
           11.0	          194.9	                 884	           -180.0	          2.0	            200	              3.4	            105.9	               13	            176.2	            218.9
           11.0	          194.9	                 890	           -180.0	          0.2	            193	              2.8	             98.8	               16	            166.7	            110.9
           11.0	          194.9	                 897	           -180.0	          2.3	            176	              4.1	            100.4	               14	            171.7	            233.5
           11.0	          194.9	                 903	           -180.0	          3.3	            194	              6.4	            116.1	               29	            183.0	            128.9
           11.0	          194.9	                 910	           -180.0	          0.4	            179	              6.7	            109.4	               12	            172.3	            212.0
           11.0	          194.9	                 944	           -180.0	          3.7	            173	              6.7	            103.6	               18	            171.3	            179.2
           11.0	          194.9	                 947	           -180.0	          6.0	            172	             -0.6	            100.5	               16	            173.5	            233.8
           11.0	          194.9	                 954	           -179.8	          1.6	            170	              4.8	            112.1	                5	            170.6	            123.7
           11.0	          194.9	                 961	           -172.9	          4.1	            166	              4.0	             90.7	               24	            180.7	            171.5
           11.0	          194.9	                 970	           -180.0	          1.3	            178	             -1.9	            102.7	               30	            172.1	             59.3
           11.0	          194.9	                 981	           -180.0	          3.9	            181	              8.7	             97.2	               19	            170.2	            107.5
           11.0	          194.9	                 992	           -180.0	          4.9	            192	              2.0	            109.0	               22	            164.9	             67.6
           11.0	          194.9	                1004	           -180.0	          1.0	            168	              3.1	            115.2	               15	            172.3	            162.8
           11.0	          194.9	                1016	           -180.0	          0.6	            186	              5.1	            100.7	               22	            163.5	             61.6
           11.0	          194.9	                1030	           -180.0	          2.2	            188	              2.6	            100.4	               12	            168.6	            134.2
           11.0	          194.9	                1044	           -180.0	          5.6	            193	              4.6	            105.1	                6	            180.1	            248.9
           11.0	          194.9	                1058	           -180.0	          3.7	            180	             -0.7	            108.2	               20	            160.8	             63.3
           11.0	          194.9	                1074	           -180.0	          5.6	            186	             -0.4	            115.0	               14	            168.9	            143.8
           11.0	          194.9	                1090	           -180.0	          4.2	            210	              3.0	            109.0	                9	            182.0	            157.4
           11.0	          194.9	                1106	           -180.0	          4.8	            182	              2.8	            118.3	               12	            175.7	            240.2
           11.0	          194.9	                1191	           -180.0	          4.0	            200	              1.3	            118.2	               19	            187.6	            276.1
           11.0	          194.9	                1194	           -180.0	          4.5	            178	             -0.9	             98.0	               16	            173.5	            254.1
           11.0	          194.9	                1198	           -180.0	          4.6	            174	              3.9	             98.4	               11	            176.6	            311.5
           11.0	          194.9	                1202	           -180.0	          3.2	            173	              4.2	            116.2	               13	            171.4	            169.7
           11.0	          194.9	                1206	           -180.0	          1.6	            184	              3.5	            108.9	               11	            172.2	            239.9
           11.0	          194.9	                1210	           -180.0	          5.2	            175	              3.7	            119.2	               14	            172.5	            158.3
           11.0	          194.9	                1214	           -180.0	          6.3	            167	              1.8	            102.3	               25	            173.6	            123.1
           11.0	          194.9	                1219	           -180.0	          0.5	            163	              5.7	            103.4	               16	            181.3	            347.1
           11.0	          194.9	                1224	           -180.0	          4.4	            164	              7.2	            104.6	               16	            181.2	            366.3
           11.0	          194.9	                1229	           -180.0	          5.1	            186	             -0.1	             99.2	               14	            167.9	            123.0
           11.0	          194.9	                1234	           -180.0	          0.9	            187	             -0.9	            108.9	               12	            169.8	            171.3
           11.0	          194.9	                1239	           -180.0	          5.5	            186	              4.6	            107.0	               13	            168.0	            152.2
           11.0	          194.9	                1243	           -180.0	          4.8	            187	             -3.5	            110.2	               18	            163.8	             66.4
           11.0	          194.9	                1249	           -180.0	          0.4	            163	              0.9	             88.9	                3	            189.4	            174.1
           11.0	          194.9	                1254	           -180.0	          5.2	            183	              1.3	            101.8	               13	            169.2	            174.4
           11.0	          194.9	                1259	           -180.0	          3.9	            187	             -3.4	             96.4	               20	            170.0	            109.4
           11.0	          194.9	                1264	           -180.0	          2.9	            181	             -1.8	            106.5	               17	            164.5	            112.7
           11.0	          194.9	                1270	           -180.0	          5.8	            186	              4.4	             89.9	               13	            182.6	            358.0
           11.0	          194.9	                1275	           -180.0	          3.0	            173	             -0.3	             99.8	               16	            173.3	            233.7
           11.0	          194.9	                1280	           -180.0	          3.2	            184	              4.7	            100.3	               20	            163.3	             66.3
           11.0	          194.9	                1286	           -180.0	          0.9	            178	              2.2	            111.5	               14	            168.9	            185.3
           11.0	          194.9	                1291	           -180.0	          3.7	            168	             -1.4	             94.4	               18	            179.5	            292.2
           11.0	          194.9	                1298	           -180.0	          5.2	            180	              2.8	            107.0	                8	            171.8	            202.6
           11.0	          194.9	                1303	           -180.0	          6.0	            179	             -1.7	             94.0	               21	            176.0	            188.8
           11.0	          194.9	                1309	           -180.0	          4.0	            169	              2.7	            106.2	                9	            170.5	            147.6
           11.0	          194.9	                1315	           -180.0	          3.8	            172	             -1.4	             99.6	                8	            178.2	            274.0
           11.0	          194.9	                1320	           -180.0	          4.4	            195	             -3.3	            100.3	               12	            174.5	            194.3
           11.0	          194.9	                1326	           -180.0	          1.5	            192	              5.0	            109.8	                9	            179.5	            322.2
           11.0	          194.9	                1332	           -180.0	          3.0	            197	              3.2	            103.1	               14	            171.1	            181.5
           11.0	          194.9	                1427	           -180.0	          5.5	            174	              6.6	             93.6	               13	            182.2	            420.7
           11.0	          194.9	                1430	           -180.0	          0.7	            186	              0.9	            105.4	                3	            179.8	            242.4
           11.0	          194.9	                1433	           -180.0	          4.6	            173	              2.3	            113.9	               10	            172.0	            185.5
           11.0	          194.9	                1435	           -180.0	          2.0	            186	              2.8	             91.3	               15	            178.5	            292.7
           11.0	          194.9	                1440	           -180.0	          1.4	            204	             -2.4	            107.6	              -21	            189.9	            104.2
           11.0	          194.9	                1440	           -180.0	          5.9	            170	              6.8	            100.9	               11	            176.4	            297.0
           11.0	          194.9	                1443	           -180.0	          5.7	            152	              2.2	            121.2	                8	            189.5	            185.5
           11.0	          194.9	                1446	           -180.0	          3.5	            199	              2.2	            116.0	                5	            187.7	            355.7
           11.0	          194.9	                1448	           -180.0	          1.7	            185	              4.4	            121.5	               23	            170.9	            103.5
           11.0	          194.9	                1450	           -180.0	          3.1	            177	              1.0	            116.2	               20	            162.8	             58.5
           11.0	          194.9	                1453	           -180.0	          0.9	            177	              4.6	            104.9	               16	            168.0	            175.0
           11.0	          194.9	                1456	           -180.0	          5.3	            171	              3.5	            105.0	               12	            172.3	            226.5
           11.0	          194.9	                1459	           -180.0	          1.1	            181	              0.6	            107.1	               11	            170.6	            220.6
           11.0	          194.9	                1461	           -180.0	          2.9	            166	              6.5	            111.8	               18	            175.2	            239.6
           11.0	          194.9	                1464	           -180.0	          4.6	            181	              9.3	            110.8	                4	            179.1	            244.4
           11.0	          194.9	                1466	           -180.0	          4.3	            196	              3.5	            100.8	               15	            170.3	            171.5
           11.0	          194.9	                1469	           -180.0	          2.6	            178	             -0.3	            104.5	               15	            168.8	            204.8
           11.0	          194.9	                1472	           -180.0	          5.6	            185	              4.7	            108.1	               12	            170.8	            207.7
           11.0	          194.9	                1473	           -180.0	          2.7	            193	              0.8	             94.0	               24	            175.0	            172.9
           11.0	          194.9	                1477	           -180.0	          4.3	            192	              5.4	             98.7	               11	            173.0	            184.2
           11.0	          194.9	                1479	           -180.0	          5.3	            187	              1.9	            103.6	               24	            162.3	             61.6
           11.0	          194.9	                1482	           -180.0	          3.8	            189	              5.3	            119.2	               16	            176.7	            241.7
           11.0	          194.9	                1485	           -180.0	          4.2	            191	             -0.7	             99.7	               15	            165.8	            103.1
           11.0	          194.9	                1487	           -180.0	          2.9	            192	              0.5	            105.4	               15	            166.2	            111.9
           11.0	          194.9	                1491	           -180.0	          1.5	            182	              4.0	            122.9	                5	            184.8	            391.1
           11.0	          194.9	                1494	           -180.0	          2.4	            177	             -0.8	             86.5	               -3	            186.2	            417.7
           11.0	          194.9	                1495	           -180.0	          1.2	            185	              8.1	             95.8	               14	            176.2	            270.6
           11.0	          194.9	                1498	           -180.0	          0.9	            179	             -0.9	            104.2	               20	            164.7	            107.2
           11.0	          194.9	                1501	           -180.0	          6.2	            202	              5.2	             99.3	                9	            181.3	            345.4
           11.0	          194.9	                1637	           -180.0	          5.0	            204	              2.3	            100.3	               19	            182.3	            481.3
           11.0	          194.9	                1640	           -180.0	          6.1	            178	             -0.9	            107.0	               14	            169.1	            206.6
           11.0	          194.9	                1644	           -180.0	          1.4	            179	              1.3	            114.8	               12	            172.1	            214.1
           11.0	          194.9	                1648	           -180.0	          3.8	            159	              3.7	            105.6	               12	            178.4	            238.3
           11.0	          194.9	                1651	           -180.0	          1.3	            189	              0.2	            103.4	               21	            161.9	             70.2
           11.0	          194.9	                1656	           -180.0	          0.6	            201	              3.1	            105.6	               22	            179.5	            361.1
           11.0	          194.9	                1661	           -180.0	          4.2	            181	              2.6	            109.1	               16	            163.7	            111.6
           11.0	          194.9	                1665	           -180.0	          3.6	            175	              3.0	            106.0	               15	            169.5	            211.8
           11.0	          194.9	                1670	           -180.0	          3.1	            177	             -1.2	            104.1	               15	            169.8	            217.6
           11.0	          194.9	                1675	           -180.0	          0.3	            173	              9.0	            112.7	               15	            172.3	            186.9
           11.0	          194.9	                1680	           -180.0	          3.1	            167	             -2.5	            107.4	               20	            174.8	            220.6
           11.0	          194.9	                1685	           -180.0	          4.9	            183	              4.8	            110.9	               23	            160.4	             45.5
           11.0	          194.9	                1690	           -180.0	          3.1	            189	             -1.9	            117.5	               14	            175.3	            240.2
           11.0	          194.9	                1695	           -180.0	          3.9	            177	             -3.5	             94.6	               13	            182.3	            418.0
           11.0	          194.9	                1701	           -180.0	          3.7	            169	              3.5	            114.5	                6	            174.2	            196.5
           11.0	          194.9	                1707	           -180.0	          0.4	            174	              0.9	            101.9	               -4	            183.5	            432.0
           11.0	          194.9	                1711	           -180.0	          3.6	            187	              2.9	            111.4	               14	            168.6	            162.2
           11.0	          194.9	                1717	           -180.0	          4.7	            169	              5.6	             91.3	               12	            184.9	            381.0
           11.0	          194.9	                1722	           -180.0	          6.1	            165	              3.9	             93.8	               14	            184.4	            422.1
           11.0	          194.9	                1728	           -180.0	          5.2	            167	              7.7	             96.7	               14	            182.9	            448.3
           11.0	          194.9	                1733	           -180.0	          3.9	            176	              3.2	             98.2	               15	            173.1	            258.8
           11.0	          194.9	                1739	           -180.0	          0.8	            194	              1.2	            102.8	               20	            165.0	             97.3
           11.0	          194.9	                1745	           -180.0	          1.1	            171	              2.0	            110.4	               18	            170.8	            194.4
           11.0	          194.9	                1751	           -180.0	          1.5	            181	              6.8	             95.7	               11	            180.2	            408.2
           11.0	          194.9	                1756	           -180.0	          4.9	            168	              8.6	            106.5	               15	            179.0	            378.8
           11.0	          194.9	                1762	           -180.0	          5.6	            203	              4.0	             99.7	               16	            180.8	            442.5
           11.0	          194.9	                1769	           -180.0	          2.1	            192	              2.4	            115.2	                6	            185.0	            456.5
           11.0	          194.9	                1774	           -180.0	          5.6	            159	             -3.1	             97.2	               11	            186.4	            383.7
           11.0	          194.9	                1780	           -180.0	          3.2	            158	             -1.3	             96.3	               14	            186.4	            372.4
           12.0	          196.8	                 644	           -149.0	          2.6	            184	              0.2	            111.4	               22	            158.6	             35.9
           12.0	          196.8	                 638	           -156.3	          6.1	            178	              0.8	            116.0	               24	            162.7	             38.6
           12.0	          196.8	                 642	           -155.0	          2.5	            172	             -1.6	            112.3	               25	            164.0	             36.4
           12.0	          196.8	                 648	           -156.7	          0.0	            175	             -3.4	            115.0	               17	            165.2	             66.5
           12.0	          196.8	                 652	           -151.8	          2.5	            189	              1.5	            103.3	               19	            161.0	             65.8
           12.0	          196.8	                 657	           -155.5	          2.3	            181	              5.0	            104.8	               23	            163.0	             59.8
           12.0	          196.8	                 663	           -157.5	          6.0	            196	              2.9	            106.6	               16	            165.8	             88.8
           12.0	          196.8	                 668	           -163.9	          2.3	            172	              1.7	            101.0	               24	            171.8	            101.6
           12.0	          196.8	                 676	           -167.5	          4.0	            172	              4.0	            109.5	                6	            175.2	            202.6
           12.0	          196.8	                 681	           -165.5	          0.2	            171	              7.8	            118.4	               18	            168.5	             79.1
           12.0	          196.8	                 688	           -154.2	          0.7	            167	              3.1	            121.5	               17	            164.0	             25.7
           12.0	          196.8	                 694	           -171.0	          6.3	            179	              1.4	            106.2	               14	            168.7	            211.4
           12.0	          196.8	                 701	           -164.2	          5.9	            203	              1.5	            106.4	               10	            172.5	             94.6
           12.0	          196.8	                 708	           -165.3	          4.1	            166	              3.5	            105.3	                4	            174.1	            110.6
           12.0	          196.8	                 714	           -167.1	          5.0	            187	              3.6	            101.2	               14	            165.9	            103.7
           12.0	          196.8	                 721	           -175.7	          1.8	            196	              6.9	             99.2	               15	            172.6	            167.4
           12.0	          196.8	                 728	           -179.1	          1.6	            169	              1.2	            115.5	               11	            171.9	            154.6
           12.0	          196.8	                 736	           -180.0	          3.3	            167	              6.9	            111.2	               11	            177.3	            278.6
           12.0	          196.8	                 742	           -180.0	          4.7	            177	              2.3	            119.3	               18	            167.8	             91.1
           12.0	          196.8	                 750	           -180.0	          4.8	            177	              7.1	            114.6	               11	            177.4	            286.2
           12.0	          196.8	                 757	           -180.0	          3.2	            175	             -0.2	            119.3	               12	            170.3	            118.1
           12.0	          196.8	                 765	           -180.0	          3.3	            193	              6.2	             98.6	               14	            171.0	            146.5
           12.0	          196.8	                 772	           -180.0	          3.0	            176	              0.9	            108.3	               14	            170.8	            246.2
           12.0	          196.8	                 780	           -180.0	          6.2	            177	              1.3	            109.6	               12	            171.9	            256.2
           12.0	          196.8	                 787	           -180.0	          4.5	            186	              1.8	             99.7	               21	            164.1	             74.4
           12.0	          196.8	                 816	           -171.0	          5.1	            175	              3.0	            104.7	               15	            171.6	            261.5
           12.0	          196.8	                 818	           -178.1	          0.7	            162	              1.6	            106.0	               31	            184.0	            129.6
           12.0	          196.8	                 824	           -170.1	          0.6	            164	              1.8	            107.0	                8	            175.6	            173.0
           12.0	          196.8	                 828	           -172.2	          2.0	            182	              6.1	            108.5	               16	            165.9	            117.8
           12.0	          196.8	                 833	           -174.3	          5.6	            157	             -0.5	            111.0	               14	            182.0	            203.9
           12.0	          196.8	                 838	           -166.7	          1.7	            191	              0.1	             91.9	               12	            175.7	            126.8
           12.0	          196.8	                 843	           -172.8	          4.5	            181	              1.1	            105.9	               13	            168.5	            190.9
           12.0	          196.8	                 849	           -174.3	          4.7	            162	              9.2	            115.8	               12	            177.0	            131.0
           12.0	          196.8	                 854	           -180.0	          2.2	            189	             -2.7	            105.4	                8	            177.1	            210.2
           12.0	          196.8	                 860	           -180.0	          4.4	            185	              2.8	            109.4	               12	            169.5	            187.8
           12.0	          196.8	                 865	           -180.0	          1.2	            167	             -2.6	            111.8	               15	            172.5	            148.5
           12.0	          196.8	                 872	           -180.0	          5.9	            184	              1.4	            121.2	               14	            176.2	            218.8
           12.0	          196.8	                 876	           -180.0	          4.9	            187	              2.2	             95.4	               25	            173.2	            126.4
           12.0	          196.8	                 884	           -180.0	          1.8	            200	              3.4	            106.5	               13	            169.0	            100.2
           12.0	          196.8	                 890	           -180.0	          6.2	            193	              2.8	             99.4	               16	            165.9	            103.0
           12.0	          196.8	                 896	           -180.0	          2.1	            176	              4.2	            100.9	               14	            174.7	            308.2
           12.0	          196.8	                 902	           -180.0	          3.0	            194	              6.4	            116.9	               29	            182.5	            122.8
           12.0	          196.8	                 910	           -180.0	          0.2	            179	              6.8	            110.2	               12	            175.3	            277.0
           12.0	          196.8	                 943	           -180.0	          3.4	            173	              6.8	            104.5	               18	            173.7	            233.0
           12.0	          196.8	                 947	           -174.7	          5.8	            172	             -0.6	            101.1	               16	            176.1	            292.0
           12.0	          196.8	                 954	           -180.0	          1.6	            169	              4.9	            112.9	                5	            177.2	            247.9
           12.0	          196.8	                 960	           -180.0	          3.7	            166	              4.1	             91.1	               24	            186.0	            238.1
           12.0	          196.8	                 969	           -180.0	          0.8	            178	             -2.0	            103.6	               29	            173.3	             68.6
           12.0	          196.8	                 980	           -180.0	          3.6	            181	              8.7	             97.8	               19	            172.8	            143.1
           12.0	          196.8	                 991	           -180.0	          4.6	            191	              2.0	            109.6	               22	            163.6	             57.7
           12.0	          196.8	                1004	           -180.0	          0.8	            168	              3.1	            116.1	               15	            167.7	             92.1
           12.0	          196.8	                1015	           -180.0	          0.3	            186	              5.1	            101.3	               22	            164.2	             67.5
           12.0	          196.8	                1030	           -180.0	          2.0	            188	              2.7	            101.0	               12	            167.6	            118.9
           12.0	          196.8	                1044	           -180.0	          5.5	            193	              4.6	            105.6	                6	            177.9	            220.2
           12.0	          196.8	                1058	           -180.0	          3.4	            180	             -0.7	            108.8	               20	            161.3	             66.5
           12.0	          196.8	                1074	           -180.0	          5.4	            186	             -0.4	            115.8	               14	            169.0	            143.2
           12.0	          196.8	                1090	           -180.0	          4.1	            209	              3.1	            109.5	                9	            180.2	            132.3
           12.0	          196.8	                1106	           -180.0	          4.7	            182	              2.8	            118.8	               12	            175.8	            242.7
           12.0	          196.8	                1190	           -180.0	          3.8	            200	              1.3	            118.7	               18	            184.5	            253.0
           12.0	          196.8	                1193	           -180.0	          4.3	            177	             -0.9	             98.4	               15	            175.8	            316.4
           12.0	          196.8	                1197	           -180.0	          4.4	            174	              4.0	             99.0	               11	            179.5	            361.0
           12.0	          196.8	                1201	           -180.0	          3.0	            172	              4.3	            116.7	               13	            170.0	            144.9
           12.0	          196.8	                1206	           -180.0	          1.4	            184	              3.5	            109.5	               11	            172.1	            239.7
           12.0	          196.8	                1210	           -180.0	          5.0	            174	              3.7	            119.6	               14	            170.5	            127.7
           12.0	          196.8	                1213	           -180.0	          5.9	            166	              1.8	            103.1	               24	            175.5	            156.0
           12.0	          196.8	                1218	           -180.0	          0.3	            162	              5.8	            103.8	               16	            182.0	            364.6
           12.0	          196.8	                1223	           -180.0	          4.1	            163	              7.2	            105.0	               16	            181.6	            373.3
           12.0	          196.8	                1228	           -180.0	          4.8	            186	             -0.1	             99.8	               14	            167.1	            113.8
           12.0	          196.8	                1233	           -180.0	          0.7	            187	             -1.0	            109.3	               12	            169.0	            153.6
           12.0	          196.8	                1238	           -180.0	          5.3	            185	              4.6	            107.6	               13	            167.3	            141.5
           12.0	          196.8	                1243	           -180.0	          4.6	            187	             -3.5	            110.9	               18	            163.2	             61.4
           12.0	          196.8	                1249	           -180.0	          0.4	            163	              0.9	             89.5	                3	            188.8	            249.3
           12.0	          196.8	                1254	           -180.0	          5.0	            182	              1.4	            102.2	               13	            169.4	            178.6
           12.0	          196.8	                1258	           -180.0	          3.6	            187	             -3.4	             96.9	               20	            170.1	            111.2
           12.0	          196.8	                1264	           -180.0	          2.7	            181	             -1.9	            106.9	               17	            164.6	            114.6
           12.0	          196.8	                1269	           -180.0	          5.6	            185	              4.4	             90.4	               13	            180.1	            283.1
           12.0	          196.8	                1275	           -180.0	          2.7	            172	             -0.3	            100.4	               16	            176.0	            295.5
           12.0	          196.8	                1280	           -180.0	          2.9	            184	              4.7	            100.7	               20	            164.5	             75.9
           12.0	          196.8	                1286	           -180.0	          0.7	            178	              2.2	            112.0	               14	            169.1	            189.8
           12.0	          196.8	                1291	           -180.0	          3.5	            168	             -1.4	             95.0	               18	            182.1	            347.3
           12.0	          196.8	                1298	           -180.0	          5.0	            180	              2.8	            107.4	                8	            176.4	            302.9
           12.0	          196.8	                1302	           -180.0	          5.7	            178	             -1.7	             94.4	               21	            179.5	            268.3
           12.0	          196.8	                1309	           -180.0	          3.8	            169	              2.7	            106.8	                9	            175.0	            227.8
           12.0	          196.8	                1315	           -180.0	          3.7	            172	             -1.4	            100.2	                8	            181.1	            323.9
           12.0	          196.8	                1320	           -180.0	          4.2	            194	             -3.3	            100.7	               12	            173.3	            168.6
           12.0	          196.8	                1326	           -180.0	          1.4	            192	              5.0	            110.4	                9	            176.0	            242.0
           12.0	          196.8	                1331	           -180.0	          2.8	            196	              3.2	            103.5	               14	            167.0	            113.9
           12.0	          196.8	                1427	           -180.0	          5.3	            173	              6.6	             94.1	               13	            183.3	            387.4
           12.0	          196.8	                1430	           -180.0	          0.6	            186	              0.9	            105.8	                3	            183.0	            339.5
           12.0	          196.8	                1432	           -180.0	          4.5	            172	              2.3	            114.5	               10	            174.0	            230.3
           12.0	          196.8	                1434	           -180.0	          1.7	            186	              2.8	             91.8	               15	            177.3	            253.2
           12.0	          196.8	                1440	           -180.0	          1.7	            204	             -2.4	            108.1	              -20	            189.8	            154.0
           12.0	          196.8	                1440	           -180.0	          5.8	            170	              6.9	            101.3	               11	            179.7	            362.8
           12.0	          196.8	                1443	           -180.0	          5.6	            151	              2.2	            121.8	                8	            189.7	            172.6
           12.0	          196.8	                1446	           -180.0	          3.4	            199	              2.2	            116.5	                5	            186.5	            406.0
           12.0	          196.8	                1447	           -180.0	          1.4	            185	              4.5	            121.9	               23	            172.8	            127.7
           12.0	          196.8	                1450	           -180.0	          2.9	            177	              1.0	            116.6	               20	            164.3	             68.0
           12.0	          196.8	                1452	           -180.0	          0.7	            177	              4.6	            105.3	               15	            170.0	            214.4
           12.0	          196.8	                1455	           -180.0	          5.1	            170	              3.5	            105.6	               12	            176.4	            319.4
           12.0	          196.8	                1458	           -180.0	          1.0	            181	              0.6	            107.6	               11	            172.0	            256.0
           12.0	          196.8	                1460	           -180.0	          2.7	            166	              6.5	            112.2	               18	            173.9	            207.8
           12.0	          196.8	                1464	           -180.0	          4.6	            181	              9.4	            111.1	                4	            185.1	            369.5
           12.0	          196.8	                1466	           -180.0	          4.0	            196	              3.6	            101.3	               15	            167.8	            128.5
           12.0	          196.8	                1468	           -180.0	          2.4	            178	             -0.3	            105.0	               15	            170.5	            245.6
           12.0	          196.8	                1471	           -180.0	          5.5	            184	              4.8	            108.6	               12	            170.4	            200.0
           12.0	          196.8	                1473	           -180.0	          2.3	            192	              0.8	             94.5	               24	            175.6	            184.8
           12.0	          196.8	                1477	           -180.0	          4.1	            191	              5.4	             99.1	               11	            171.7	            159.8
           12.0	          196.8	                1478	           -180.0	          4.9	            186	              1.9	            104.1	               24	            162.2	             61.3
           12.0	          196.8	                1482	           -180.0	          3.6	            188	              5.4	            119.7	               16	            176.8	            243.7
           12.0	          196.8	                1484	           -180.0	          3.9	            190	             -0.7	            100.1	               15	            165.4	             97.4
           12.0	          196.8	                1487	           -180.0	          2.7	            192	              0.5	            105.8	               15	            164.4	             89.2
           12.0	          196.8	                1490	           -180.0	          1.4	            181	              4.1	            123.3	                5	            185.6	            400.0
           12.0	          196.8	                1494	           -180.0	          2.4	            177	             -0.9	             86.8	               -3	            187.0	            422.7
           12.0	          196.8	                1495	           -180.0	          1.0	            184	              8.1	             96.1	               14	            176.1	            265.5
           12.0	          196.8	                1497	           -180.0	          0.6	            179	             -0.9	            104.6	               19	            165.6	            117.6
           12.0	          196.8	                1501	           -180.0	          6.0	            202	              5.3	             99.6	                9	            178.6	            274.7
           12.0	          196.8	                1636	           -180.0	          4.7	            204	              2.3	            100.8	               19	            177.9	            346.5
           12.0	          196.8	                1640	           -180.0	          5.9	            178	             -0.9	            107.4	               14	            170.0	            228.8
           12.0	          196.8	                1643	           -180.0	          1.3	            178	              1.4	            115.3	               12	            170.9	            187.9
           12.0	          196.8	                1647	           -180.0	          3.7	            158	              3.7	            105.9	               12	            181.6	            338.5
           12.0	          196.8	                1651	           -180.0	          1.0	            189	              0.2	            103.8	               21	            161.4	             65.8
           12.0	          196.8	                1655	           -180.0	          0.2	            201	              3.1	            106.1	               22	            173.7	            194.5
